BGC_ID,num_compounds,compounds,num_activity,activity,any_known_activity
BGC0000880,1,tunicamycin B1,3,antibacterial;antifungal;cytotoxic,TRUE
BGC0000881,1,toyocamycin,0,,FALSE
BGC0000882,1,mildiomycin,2,antibacterial;antifungal,TRUE
BGC0000883,1,arginomycin,2,antibacterial;antifungal,TRUE
BGC0000884,1,3-methylarginine,1,antibacterial,TRUE
BGC0000885,1,4-hydroxy-3-nitrosobenzamide,0,,FALSE
BGC0000886,1,allylmalonyl-CoA,0,,FALSE
BGC0000887,9,saxitoxin;gonyautoxin 2;gonyautoxin 3;toxin C2;toxin C3;gonyautoxin 5;decarbamoylsaxitoxin;decarbamoylgonyautoxin 2;decarbamoylgonyautoxin 3,1,neurotoxic,TRUE
BGC0000888,1,bacilysin,2,antibacterial;antifungal,TRUE
BGC0000889,2,bagremycin A;bagremycin B,3,antibacterial;antifungal;cytotoxic,TRUE
BGC0000890,1,pentabromopseudilin,3,antibacterial;cytotoxic;inhibitor,TRUE
BGC0000891,1,pentabromopseudilin,3,antibacterial;cytotoxic;inhibitor,TRUE
BGC0000892,1,caryoynencin,1,antibacterial,TRUE
BGC0000893,1,chloramphenicol,2,antibacterial;antiviral,TRUE
BGC0000894,1,citrinin,0,,FALSE
BGC0000895,1,citrulline,1,other,TRUE
BGC0000896,1,cycloserine,1,antibacterial,TRUE
BGC0000897,1,dehydrophos,1,antibacterial,TRUE
BGC0000898,4,desosamine;pikromycin;neomethymycin;narbomycin,1,antibacterial,TRUE
BGC0000899,1,desosamine,0,,FALSE
BGC0000900,1,ferrichrome,1,siderophore,TRUE
BGC0000901,1,ferrichrome,1,siderophore,TRUE
BGC0000902,1,flaviolin,0,,FALSE
BGC0000903,1,fluorometabolite,0,,FALSE
BGC0000904,1,FR-900098,3,antibacterial;antimalarial;antiprotozoal,TRUE
BGC0000905,1,heme D1,1,denitrificative,TRUE
BGC0000906,1,heme D1,0,,FALSE
BGC0000907,1,lincomycin,1,antibacterial,TRUE
BGC0000908,1,melanin,0,,FALSE
BGC0000909,1,melanin,0,,FALSE
BGC0000910,1,melanin,0,,FALSE
BGC0000911,1,melanin,0,,FALSE
BGC0000912,1,melanin,0,,FALSE
BGC0000913,1,MK-8,0,,FALSE
BGC0000914,1,methylenomycin A,2,antibacterial;antifungal,TRUE
BGC0000915,1,mitomycin,1,cytotoxic,TRUE
BGC0000916,1,molybdenum cofactor,1,nitrogen reduction,TRUE
BGC0000917,1,molybdenum cofactor,0,,FALSE
BGC0000918,1,ochronotic pigment,0,,FALSE
BGC0000919,1,phaseolotoxin,1,phytotoxic,TRUE
BGC0000920,1,polyhydroxyalkanoates,0,,FALSE
BGC0000921,1,promysalin,1,antibacterial,TRUE
BGC0000922,1,pseudomonas quinolone signal (PQS),1,signalling,TRUE
BGC0000923,1,paerucumarin,0,,FALSE
BGC0000924,1,pyrrolnitrin,2,antibacterial;antifungal,TRUE
BGC0000925,1,quinolobactin,1,siderophore,TRUE
BGC0000926,1,rhizocticin A,1,antifungal,TRUE
BGC0000927,1,roseoflavin,0,,FALSE
BGC0000929,1,xanthothricin,0,,FALSE
BGC0000930,1,deoxynivalenol,0,,FALSE
BGC0000932,2,tropodithietic acid;hydroxytropodithietic acid,3,antibacterial;cytotoxic;signalling,TRUE
BGC0000933,1,xiamenmycin A,0,,FALSE
BGC0000934,5,"5-acetyl-5,10-dihydrophenazine-1-carboxylic acid;5-(2-hydroxyacetyl)-5,10-dihydrophenazine-1-carboxylic acid;endophenazine A1;endophenazine F;endophenazine G",2,antibacterial;antifungal,TRUE
BGC0000935,1,esmeraldin,1,pigment,TRUE
BGC0000936,1,pyocyanine,2,antibacterial;antifungal,TRUE
BGC0000937,2,fosfazinomycin A;fosfazinomycin B,1,antifungal,TRUE
BGC0000938,1,fosfomycin,2,antibacterial;inhibitor,TRUE
BGC0000939,1,aerobactin,1,siderophore,TRUE
BGC0000940,2,desferrioxamin B;desferrioxamine E,1,siderophore,TRUE
BGC0000941,1,desferrioxamin B,0,,FALSE
BGC0000942,1,petrobactin,1,siderophore,TRUE
BGC0000943,1,staphyloferrin B,1,siderophore,TRUE
BGC0000944,1,staphyloferrin A,1,siderophore,TRUE
BGC0000945,1,vibriobactin,0,,FALSE
BGC0000946,1,vibrioferrin,1,siderophore,TRUE
BGC0000947,1,vibrioferrin,1,siderophore,TRUE
BGC0000948,1,α-galactosylceramide,1,immunosuppressive,TRUE
BGC0000949,2,A-500359 A;A-500359 B,1,antibacterial,TRUE
BGC0000950,6,napsamycin A;napsamycin B;napsamycin C;napsamycin D;mureidomycin A;mureidomycin B,1,antibacterial,TRUE
BGC0000951,8,pacidamycin 1;pacidamycin 2;pacidamycin 3;pacidamycin 4;pacidamycin 5;pacidamycin 6;pacidamycin 7;pacidamycin D,1,antibacterial,TRUE
BGC0000953,1,amicetin,2,antibacterial;cytotoxic,TRUE
BGC0000954,1,ajudazol A,1,antifungal,TRUE
BGC0000955,1,althiomycin,1,antibacterial,TRUE
BGC0000956,1,andrimid,1,antibacterial,TRUE
BGC0000957,1,mycotrienin I,1,antifungal,TRUE
BGC0000958,1,antimycin,2,antifungal;cytotoxic,TRUE
BGC0000959,2,aspyridone A;aspyridone B,1,cytotoxic,TRUE
BGC0000960,1,azinomycin B,1,cytotoxic,TRUE
BGC0000961,1,bactobolin,3,antibacterial;antifungal;cytotoxic,TRUE
BGC0000962,1,barbamide,1,cytotoxic,TRUE
BGC0000963,1,bleomycin,1,cytotoxic,TRUE
BGC0000964,2,burkholdac A;burkholdac B,1,cytotoxic,TRUE
BGC0000965,1,C-1027,2,antibacterial;cytotoxic,TRUE
BGC0000966,1,caerulomycin A,2,antibacterial;antifungal,TRUE
BGC0000967,4,calyculin A;phosphocalyculin A;calyculinamide A;dephosphonocalyculin A,1,cytotoxic,TRUE
BGC0000968,2,chaetoglobosin A;chaetoglobosin C,1,cytotoxic,TRUE
BGC0000969,1,chondramide A,1,cytotoxic,TRUE
BGC0000970,1,chondrochloren A,2,antibacterial;antifungal,TRUE
BGC0000971,1,cinnabaramide A,1,cytotoxic,TRUE
BGC0000972,3,N-myristoyl-D-asparagine;cis-7-tetradecenoyl-D-asparagine;(R)-N1-((S)-5-oxohexan-2-yl)-2-tetradecanamidosuccinamide,2,antibacterial;other,TRUE
BGC0000973,1,collismycin A,3,antibacterial;antifungal;neuroprotective,TRUE
BGC0000974,1,crocacin,2,antifungal;cytotoxic,TRUE
BGC0000975,1,cryptophycin-327,2,antifungal;cytotoxic,TRUE
BGC0000976,1,curacin A,1,antitubulin,TRUE
BGC0000977,1,cyclopiazonic acid,0,,FALSE
BGC0000978,1,cylindrospermopsin,2,cytotoxic;neurotoxic,TRUE
BGC0000979,1,cylindrospermopsin,0,,FALSE
BGC0000980,1,cylindrospermopsin,0,,FALSE
BGC0000981,1,cylindrospermopsin,0,,FALSE
BGC0000982,1,cystothiazole A,2,antifungal;cytotoxic,TRUE
BGC0000983,2,cytochalasin E;cytochalasin K,2,cytotoxic;inhibitor,TRUE
BGC0000984,2,delftibactin A;delftibactin B,0,,FALSE
BGC0000985,5,didemnin B;nordidemnin B;dehydrodidemnin B (aplidine);didemnin X;didemnin Y,2,cytotoxic;surfactant,TRUE
BGC0000986,13,dkxanthene 530;dkxanthene 556;dkxanthene;dkxanthene 504;dkxanthene 508;dkxanthene 518;dkxanthene 520;dkxanthene 534;dkxanthene 544;dkxanthene 548;dkxanthene 560;dkxanthene 574;dkxanthene 586,1,antifungal,TRUE
BGC0000988,1,epothilone B,1,cytotoxic,TRUE
BGC0000989,1,epothilone,0,,FALSE
BGC0000990,1,epothilone,0,,FALSE
BGC0000991,1,epothilone,0,,FALSE
BGC0000992,2,"fusaridione A;(3R,5S)-5-(4-hydroxybenzyl)-3-methyl-3-((2E,4E,6E,8E,10E)-4,8,10-trimethyldodeca-2,4,6,8,10-pentaenoyl)pyrrolidine-2,4-dione",0,,FALSE
BGC0000993,1,FR901228,0,,FALSE
BGC0000994,1,FR-900520,2,antifungal;immunosuppressive,TRUE
BGC0000995,1,FR901464,1,cytotoxic,TRUE
BGC0000996,2,frontalamide B;frontalamide A,1,antifungal,TRUE
BGC0000997,3,glidobactin;glidobactin B;glidobactin C,0,,FALSE
BGC0000998,3,guadinomine;guadinomine B;guadinomic acid,2,antibacterial;inhibitor,TRUE
BGC0000999,1,heat-stable antifungal factor,0,,FALSE
BGC0001000,1,hectochlorin,2,antifungal;cytotoxic,TRUE
BGC0001001,3,jamaicamide A;jamaicamide B;jamaicamide C,3,sodium channel blocking;surfactant;toxic,TRUE
BGC0001002,1,jawsamycin,1,antifungal,TRUE
BGC0001003,1,α-lipomycin,1,antibacterial,TRUE
BGC0001004,1,lobophorin B,2,antibacterial;cytotoxic,TRUE
BGC0001005,3,locillomycin;locillomycin B;locillomycin C,1,antifungal,TRUE
BGC0001006,4,lymphostin;neolymphostinol B;lymphostinol;neolymphostin B,2,immunosuppressive;inhibitor,TRUE
BGC0001007,4,lymphostin;neolymphostinol B;lymphostinol;neolymphostin b,1,inhibitor,TRUE
BGC0001008,1,maduropeptin,2,antibacterial;antioxidant,TRUE
BGC0001010,1,melithiazol A,2,antifungal;cytotoxic,TRUE
BGC0001011,1,meridamycin,1,neuroprotective,TRUE
BGC0001012,1,meridamycin,0,,FALSE
BGC0001013,1,meridamycin,1,neuroprotective,TRUE
BGC0001014,1,micacocidin,2,antibacterial;siderophore,TRUE
BGC0001015,1,microcystin,1,cytotoxic,TRUE
BGC0001016,1,microcystin,1,hepatotoxic,TRUE
BGC0001017,1,microcystin LR,2,cytotoxic;inhibitor,TRUE
BGC0001018,1,micropeptin K139,0,,FALSE
BGC0001019,1,microsclerodermin M,1,antifungal,TRUE
BGC0001020,1,muraymycin C1,1,antibacterial,TRUE
BGC0001021,1,mycobactin,1,siderophore,TRUE
BGC0001022,4,myxalamid;myxalamid A;myxalamid C;myxalamid D,2,antibacterial;antifungal,TRUE
BGC0001023,1,myxochromide S1,1,surfactant,TRUE
BGC0001024,1,myxothiazol,2,antifungal;cytotoxic,TRUE
BGC0001025,1,myxovirescin A1,1,antibacterial,TRUE
BGC0001026,1,NG-391,0,,FALSE
BGC0001027,2,nocobactin NA;nocobactin NA 10152B,1,siderophore,TRUE
BGC0001028,1,nostopeptolide A2,1,cell differentiation,TRUE
BGC0001029,1,nostophycin,1,cytotoxic,TRUE
BGC0001030,1,ochratoxin A,0,,FALSE
BGC0001031,1,oocydin A,1,antifungal,TRUE
BGC0001032,1,oocydin A,0,,FALSE
BGC0001033,4,paenilamicin;paenilamicin A2;paenilamicin B1;paenilamicin B2,3,antibacterial;antifungal;cytotoxic,TRUE
BGC0001034,2,pellasoren;pellasoren B,1,cytotoxic,TRUE
BGC0001035,2,pneumocandin B0;pneumocandin A0,1,antifungal,TRUE
BGC0001036,1,polyoxypeptin,1,cytotoxic,TRUE
BGC0001037,2,pseurotin;azaspirene,1,inhibitor,TRUE
BGC0001038,1,pyralomicin 1a,1,antibacterial,TRUE
BGC0001039,1,pyridomycin,1,antibacterial,TRUE
BGC0001040,1,rapamycin,2,antifungal;cytotoxic,TRUE
BGC0001041,1,salinosporamide A,1,cytotoxic,TRUE
BGC0001042,1,sanglifehrin A,2,antiviral;immunosuppressive,TRUE
BGC0001043,4,SGR PTMs;SGR PTM Compound b;SGR PTM Compound c;SGR PTM Compound d,0,,FALSE
BGC0001044,1,sirodesmin PL,0,,FALSE
BGC0001045,1,spiruchostatin A,3,antifungal;cytotoxic;inhibitor,TRUE
BGC0001046,1,streptolydigin,1,antibacterial,TRUE
BGC0001047,1,syringolin A,0,,FALSE
BGC0001048,2,tallysomycin A;tallysomycin B,1,cytotoxic,TRUE
BGC0001049,1,tenellin,0,,FALSE
BGC0001050,1,thalassospiramide A,1,inhibitor,TRUE
BGC0001051,1,thuggacin A,1,antibacterial,TRUE
BGC0001052,1,tirandamycin,1,antibacterial,TRUE
BGC0001053,1,tubulysin A,1,cytotoxic,TRUE
BGC0001054,2,xenocoumacin 1;xenocoumacin II,1,antibacterial,TRUE
BGC0001055,1,yersiniabactin,1,siderophore,TRUE
BGC0001056,5,zeamine;zeamine I;zeamine II;prezeamine;prezeamine I,2,antibacterial;surfactant,TRUE
BGC0001057,1,zearalenone,0,,FALSE
BGC0001058,1,zorbamycin,1,cytotoxic,TRUE
BGC0001059,1,zwittermicin A,2,antibacterial;antifungal,TRUE
BGC0001060,1,dynemicin A,2,antibacterial;cytotoxic,TRUE
BGC0001061,1,polyketomycin,2,antibacterial;cytotoxic,TRUE
BGC0001062,1,TLN-05220,2,antibacterial;cytotoxic,TRUE
BGC0001063,1,undecylprodigiosin,3,antibacterial;antifungal;cytotoxic,TRUE
BGC0001064,3,cylindrocyclophane D;cylindrocyclophane E;cylindrocyclophane F,1,cytotoxic,TRUE
BGC0001065,1,herboxidiene,3,antibacterial;cytotoxic;herbicidal,TRUE
BGC0001066,1,kendomycin,3,antibacterial;cytotoxic;inhibitor,TRUE
BGC0001067,3,fumagillin;β-trans-bergamotene;fumagillol,1,inhibitor,TRUE
BGC0001068,1,pyripyropene A,0,,FALSE
BGC0001069,1,chivosazol,2,antifungal;cytotoxic,TRUE
BGC0001070,1,kirromycin,2,antibacterial;inhibitor,TRUE
BGC0001071,1,nosperin,0,,FALSE
BGC0001072,1,simocyclinone D8,3,antibacterial;cytotoxic;inhibitor,TRUE
BGC0001073,1,kosinostatin,3,antibacterial;antifungal;cytotoxic,TRUE
BGC0001074,1,cosmomycin D,2,antibacterial;cytotoxic,TRUE
BGC0001075,1,aurachin RE,1,antibacterial,TRUE
BGC0001076,10,liposidomycin B;liposidomycin A;liposidomycin C;liposidomycin Z;liposidomycin H;liposidomycin G;liposidomycin L;liposidomycin M;liposidomycin K;liposidomycin N,2,antibacterial;inhibitor,TRUE
BGC0001077,1,alkyl-O-dihydrogeranyl-methoxyhydroquinones,0,,FALSE
BGC0001078,1,furaquinocin B,1,cytotoxic,TRUE
BGC0001079,4,napyradiomycin A80915C;napyradiomycin 2;napyradiomycin 3;napyradiomycin 4,2,antibacterial;cytotoxic,TRUE
BGC0001080,2,endophenazine A;endophenazine B,2,antibacterial;antifungal,TRUE
BGC0001082,4,paxilline;paspaline;13-dehydroxypaxilline;paspaline B,2,antiviral;inhibitor,TRUE
BGC0001083,8,merochlorin A;merochlorin B;deschloro-merochlorin A;deschloro-merochlorin B;isochloro-merochlorin B;dichloro-merochlorin B;merochlorin D;merochlorin C,1,antibacterial,TRUE
BGC0001084,1,notoamide A,2,cytotoxic;inhibitor,TRUE
BGC0001085,1,teleocidin B1,0,,FALSE
BGC0001088,1,albicidin,2,antibacterial;antifungal,TRUE
BGC0001089,1,bacillaene,1,antibacterial,TRUE
BGC0001090,1,bacillomycin D,1,antifungal,TRUE
BGC0001091,1,corallopyronin,1,antibacterial,TRUE
BGC0001093,1,disorazol A,0,,FALSE
BGC0001094,1,enacyloxin IIa,1,antibacterial,TRUE
BGC0001095,1,fengycin,2,antifungal;surfactant,TRUE
BGC0001098,1,iturin,1,antifungal,TRUE
BGC0001099,1,kalimantacin A,1,antibacterial,TRUE
BGC0001100,1,lankacidin C,3,antibacterial;cytotoxic;immunosuppressive,TRUE
BGC0001101,1,leinamycin,3,antibacterial;cytotoxic;inhibitor,TRUE
BGC0001102,1,malleilactone,4,antibacterial;cytotoxic;siderophore;surfactant,TRUE
BGC0001103,1,mycosubtilin,1,antifungal,TRUE
BGC0001105,1,onnamide A,1,cytotoxic,TRUE
BGC0001106,1,oxalomycin B,2,antiviral;cytotoxic,TRUE
BGC0001108,3,pederin;pseudopederin;pederone,3,cytotoxic;dermatotoxic;inhibitor,TRUE
BGC0001109,1,pederin,0,,FALSE
BGC0001110,2,psymberin;irciniastatin B,2,cytotoxic;surfactant,TRUE
BGC0001111,1,rhizopodin,1,cytotoxic,TRUE
BGC0001112,1,rhizoxin A,1,cytotoxic,TRUE
BGC0001113,2,spliceostatin;FR901464,1,cytotoxic,TRUE
BGC0001114,1,thailanstatin A,2,cytotoxic;inhibitor,TRUE
BGC0001115,1,thiomarinol,1,antibacterial,TRUE
BGC0001116,1,virginiamycin S1,1,antibacterial,TRUE
BGC0001117,1,himastatin,2,antibacterial;cytotoxic,TRUE
BGC0001118,1,endocrocin,1,immunosuppressive,TRUE
BGC0001119,4,divergolide A;divergolide B;divergolide C;divergolide D,2,antibacterial;cytotoxic,TRUE
BGC0001122,2,dihydroisoflavipucine;isoflavipucine,0,,FALSE
BGC0001123,1,aspirochlorine,2,antifungal;cytotoxic,TRUE
BGC0001124,1,pyranonigrin E,0,,FALSE
BGC0001125,4,puwainaphycin A;puwainaphycin B;puwainaphycin C;puwainaphycin D,1,cytotoxic,TRUE
BGC0001126,10,12-epi-hapalindole J isonitrile;ambiguine A isonitrile;ambiguine B isonitrile;ambiguine C isonitrile;ambiguine D isonitrile;ambiguine E isonitrile;ambiguine K isonitrile;ambiguine L isonitrile;ambiguine I isonitrile;ambiguine J isonitrile,3,antibacterial;antifungal;cytotoxic,TRUE
BGC0001127,1,jagaricin,1,antifungal,TRUE
BGC0001128,1,gamexpeptide C,0,,FALSE
BGC0001130,4,fabclavine Ia;fabclavine Ib;fabclavine IIa;fabclavine IIb,4,antibacterial;antifungal;cytotoxic;surfactant,TRUE
BGC0001131,1,ambactin,1,antiprotozoal,TRUE
BGC0001132,1,xenotetrapeptide,0,,FALSE
BGC0001133,1,taxlllaid A,0,,FALSE
BGC0001134,8,photopyrone A;photopyrone B;photopyrone C;photopyrone D;photopyrone E;photopyrone F;photopyrone G;photopyrone H,1,signalling,TRUE
BGC0001135,2,bicornutin A1;bicornutin A2,1,antibacterial,TRUE
BGC0001136,1,desmethylbassianin,0,,FALSE
BGC0001137,4,marinacarboline A;marinacarboline B;marinacarboline C;marinacarboline D,2,antimalarial;cytotoxic,TRUE
BGC0001138,1,a201a,1,antibacterial,TRUE
BGC0001140,4,platensimycin;platencin;thioplatensimycin;thioplatencin,2,antibacterial;inhibitor,TRUE
BGC0001141,1,4-epi-15-epi-brefeldin A,0,,FALSE
BGC0001142,1,tryptoquialanine,0,,FALSE
BGC0001143,6,azanigerone A;azanigerone B;azanigerone C;azanigerone D;azanigerone E;azanigerone F,0,,FALSE
BGC0001144,1,neosartoricin B,0,,FALSE
BGC0001145,1,cyclothiazomycin b1,2,antibacterial;antifungal,TRUE
BGC0001146,1,cyclothiazomycin C,1,antibacterial,TRUE
BGC0001147,3,disgocidine;distamycin;congocidine,3,antibacterial;antifungal;cytotoxic,TRUE
BGC0001148,1,pheganomycin,1,antibacterial,TRUE
BGC0001149,1,brabantamide A,1,antibacterial,TRUE
BGC0001150,1,pamamycin-607,3,antibacterial;antifungal;cytotoxic,TRUE
BGC0001151,2,valclavam;(-)-2-(2-hydroxyethyl)clavam,3,antibacterial;antifungal;inhibitor,TRUE
BGC0001152,1,fusaricidin B,2,antifungal;surfactant,TRUE
BGC0001153,1,polymyxin B,2,antibacterial;surfactant,TRUE
BGC0001154,1,cacibiocin B,0,,FALSE
BGC0001155,1,GE2270,1,antibacterial,TRUE
BGC0001156,1,platencin,1,antibacterial,TRUE
BGC0001157,1,bottromycin A2,1,antibacterial,TRUE
BGC0001159,5,marinopyrrole A;marinopyrrole E;marinopyrrole D;marinopyrrole C;marinopyrrole B,1,antibacterial,TRUE
BGC0001160,2,"1-nonadecene;(14Z)-1,14-nonadecadiene",1,cold stress,TRUE
BGC0001161,1,1-heptadecene,1,cold stress,TRUE
BGC0001162,1,1-heptadecene,0,,FALSE
BGC0001163,1,1-heptadecene,0,,FALSE
BGC0001164,1,1-heptadecene,0,,FALSE
BGC0001165,1,curacin A,1,antitubulin,TRUE
BGC0001166,1,HC-toxin,1,inhibitor,TRUE
BGC0001167,4,piricyclamide 7005E1;piricyclamide 7005E2;piricyclamide 7005E3;piricyclamide 7005E4,0,,FALSE
BGC0001168,1,livipeptin,1,inhibitor,TRUE
BGC0001169,1,piericidin A1,3,antibacterial;cytotoxic;inhibitor,TRUE
BGC0001170,1,clostridiolysin S,1,cytotoxic,TRUE
BGC0001171,1,listeriolysin S,1,cytotoxic,TRUE
BGC0001172,1,chlorizidine A,1,cytotoxic,TRUE
BGC0001173,1,plantazolicin,1,antibacterial,TRUE
BGC0001174,1,corynazolicin,1,antibacterial,TRUE
BGC0001176,1,streptomonomicin,1,antibacterial,TRUE
BGC0001177,1,mensacaricin,1,cytotoxic,TRUE
BGC0001178,1,"UK-68,597",1,antibacterial,TRUE
BGC0001179,2,rishirilide B;rishirilide A,1,inhibitor,TRUE
BGC0001181,1,geosmin,0,,FALSE
BGC0001182,1,chaetoglobosins,1,cytotoxic,TRUE
BGC0001183,1,lobophorin A,1,antibacterial,TRUE
BGC0001184,1,bacilysin,1,antibacterial,TRUE
BGC0001185,1,bacillibactin,1,siderophore,TRUE
BGC0001186,1,misakinolide A,0,,FALSE
BGC0001187,1,xenolozoyenone,0,,FALSE
BGC0001188,1,legonaridin,0,,FALSE
BGC0001189,1,taiwachelin,1,siderophore,TRUE
BGC0001190,1,fusaric acid,0,,FALSE
BGC0001191,1,A-102395,1,inhibitor,TRUE
BGC0001192,2,colistin A;colistin B,1,antibacterial,TRUE
BGC0001193,1,thiolutin,2,antibacterial;antifungal,TRUE
BGC0001194,1,hitachimycin,3,antibacterial;antifungal;cytotoxic,TRUE
BGC0001195,4,nocardiopsin A;nocardiopsin B;nocardiopsin C;nocardiopsin D,0,,FALSE
BGC0001196,1,desotamide,1,antibacterial,TRUE
BGC0001197,1,frankiamicin,1,antibacterial,TRUE
BGC0001198,1,(+)-O-methylkolavelool,0,,FALSE
BGC0001199,1,akaeolide,2,antibacterial;cytotoxic,TRUE
BGC0001200,1,lorneic acid A,0,,FALSE
BGC0001201,1,eremophilene,0,,FALSE
BGC0001202,1,landepoxcin,0,,FALSE
BGC0001203,1,clarexpoxcin,0,,FALSE
BGC0001204,1,versipelostatin,1,cytotoxic,TRUE
BGC0001205,7,communesin A;communesin B;communesin C;communesin D;communesin E;communesin G;communesin H,0,,FALSE
BGC0001206,1,indolmycin,1,antibacterial,TRUE
BGC0001207,1,teixobactin,1,antibacterial,TRUE
BGC0001209,1,streptide,0,,FALSE
BGC0001210,1,pseudomycoicidin,1,antibacterial,TRUE
BGC0001211,1,albachelin,1,siderophore,TRUE
BGC0001212,1,nannocystin a,2,antifungal;cytotoxic,TRUE
BGC0001213,1,nataxazole,1,cytotoxic,TRUE
BGC0001214,6,marformycin A;marformycin B;marformycin C;marformycin D;marformycin E;marformycin F,1,antibacterial,TRUE
BGC0001215,1,conglobatin,1,cytotoxic,TRUE
BGC0001216,1,splenocin C,1,inhibitor,TRUE
BGC0001217,1,PreQ0 Base,1,cytotoxic,TRUE
BGC0001218,1,fumosorinone,0,,FALSE
BGC0001219,1,shanorellin,0,,FALSE
BGC0001220,1,aculeacin A,0,,FALSE
BGC0001221,2,marinophenazine A;phenaziterpene A,1,cytotoxic,TRUE
BGC0001222,1,acidocin B,0,,FALSE
BGC0001223,1,hydroxysporine,2,antifungal;cytotoxic,TRUE
BGC0001224,1,reductasporine,1,antifungal,TRUE
BGC0001225,1,celesticetin,1,antibacterial,TRUE
BGC0001226,1,streptocollin,1,inhibitor,TRUE
BGC0001227,1,isorenieratene,0,,FALSE
BGC0001228,1,retimycin A,1,cytotoxic,TRUE
BGC0001229,2,SBI-06990 A1;SBI-06989 A2,0,,FALSE
BGC0001230,8,salinamide A;salinamide B;salinamide C;salinamide D;salinamide E;salinamide F;desmethylsalinamide C;desmethylsalinamide E,1,antibacterial,TRUE
BGC0001231,1,microsclerodermin,1,antibacterial,TRUE
BGC0001233,1,feglymycin,2,antibacterial;antiviral,TRUE
BGC0001235,1,antalid,0,,FALSE
BGC0001236,1,thiotetroamide,1,antibacterial,TRUE
BGC0001237,1,thiolactomycin,1,antibacterial,TRUE
BGC0001238,1,biotin,0,,FALSE
BGC0001239,1,biotin,0,,FALSE
BGC0001240,2,serinocyclin A;serinocyclin B,0,,FALSE
BGC0001241,1,ergotamine,0,,FALSE
BGC0001242,1,oxyjavanicin,0,,FALSE
BGC0001244,1,(-)-Mellein,0,,FALSE
BGC0001245,1,lasiodiplodin,0,,FALSE
BGC0001246,1,trans-resorcylide,0,,FALSE
BGC0001248,1,clavaric acid,0,,FALSE
BGC0001249,1,dimethylcoprogen,1,siderophore,TRUE
BGC0001250,1,epichloenin A,0,,FALSE
BGC0001251,1,epichloenin A,0,,FALSE
BGC0001252,1,UNII-YC2Q1O94PT,0,,FALSE
BGC0001254,1,ACT-Toxin II,0,,FALSE
BGC0001255,1,equisetin,0,,FALSE
BGC0001257,1,"1,3,6,8-tetrahydroxynaphthalene",0,,FALSE
BGC0001258,1,"1,3,6,8-tetrahydroxynaphthalene",0,,FALSE
BGC0001260,1,terpendole E,0,,FALSE
BGC0001261,1,AM-toxin,0,,FALSE
BGC0001262,1,AK-toxin I,0,,FALSE
BGC0001264,3,betaenone A;betaenone B;betaenone C,0,,FALSE
BGC0001266,1,grayanic acid,0,,FALSE
BGC0001267,2,lysergic acid;elymoclavine,0,,FALSE
BGC0001268,1,fusarin C,0,,FALSE
BGC0001273,1,asperlactone,0,,FALSE
BGC0001275,1,6-methylsalicyclic acid,0,,FALSE
BGC0001276,1,6-methylsalicyclic acid,0,,FALSE
BGC0001277,12,nivalenol;vomitoxin;3-acetyldeoxynivalenol;15-acetyldeoxynivalenol;neosolaniol;calonectrin;apotrichodiol;isotrichotriol;15-deacetylcalonectrin;T-2 toxin;3-acetyl T-2 toxin;trichodiene,0,,FALSE
BGC0001278,12,nivalenol;deoxynivalenol;3-acetyldeoxynivalenol;15-acetyldeoxynivalenol;neosolaniol;calonectrin;apotrichodiol;isotrichotriol;15-decalonectrin;T-2 toxin;3-acetyl T-2 toxin;trichodiene,0,,FALSE
BGC0001281,1,ustilagic acid,0,,FALSE
BGC0001283,1,arsono-polyketide,0,,FALSE
BGC0001284,1,alternariol,0,,FALSE
BGC0001285,2,pseudopyronine A;pseudopyronine B,3,antibacterial;antifungal;cytotoxic,TRUE
BGC0001286,1,itaconic acid,0,,FALSE
BGC0001287,4,chaxamycin A;chaxamycin B;chaxamycin C;chaxamycin D,2,antibacterial;cytotoxic,TRUE
BGC0001288,1,maklamicin,2,antibacterial;surfactant,TRUE
BGC0001289,1,penisin,1,antibacterial,TRUE
BGC0001290,2,emericellamide A;emericellamide B,0,,FALSE
BGC0001291,1,enterocin NKR-5-3B,0,,FALSE
BGC0001292,1,A33853,2,antiprotozoal;cytotoxic,TRUE
BGC0001293,1,cyclizidine,1,cytotoxic,TRUE
BGC0001294,1,7-prenylisatin,1,antibacterial,TRUE
BGC0001295,1,cremeomycin,3,antibacterial;antifungal;cytotoxic,TRUE
BGC0001296,1,streptazone E,0,,FALSE
BGC0001297,1,WS9326,0,,FALSE
BGC0001298,1,4-Z-annimycin,0,,FALSE
BGC0001299,1,chlorotonil A,2,antibacterial;antifungal,TRUE
BGC0001300,1,anthracimycin,2,antibacterial;cytotoxic,TRUE
BGC0001301,1,anthracimycin,2,antibacterial;cytotoxic,TRUE
BGC0001302,1,lomofungin,3,antibacterial;antifungal;cytotoxic,TRUE
BGC0001303,3,lobosamide A;lobosamide B;lobosamide C,1,antiprotozoal,TRUE
BGC0001304,1,aflavarin,0,,FALSE
BGC0001305,4,fujikurin A;fujikurin B;fujikurin C;fujikurin D,0,,FALSE
BGC0001306,1,asperipin 2a,0,,FALSE
BGC0001307,1,chaxapeptin,0,,FALSE
BGC0001310,1,naringenin,2,antibacterial;cytotoxic,TRUE
BGC0001311,1,flavecins,1,antibacterial,TRUE
BGC0001312,1,viscosin,1,surfactant,TRUE
BGC0001313,1,arabidiol-baruol,0,,FALSE
